,0,1
0,3708.1959405213906,2710.9393345267
1,5859.632703151462,5118.169633141155
2,913.0929145828254,9416.325065355046
3,7610.938772819178,3952.661837837932
4,3633.4016630332007,4712.479904542812
5,8179.556865670834,7084.460811610448
6,6548.902694826403,9361.197227513609
7,4315.361133960174,3376.439890126557
8,6975.199238366728,6146.074949185532
9,1287.6940624355611,4130.879069212113
10,9458.933156983605,5771.221577371393
11,7715.523659237969,442.64961149152174
12,5684.1229434909865,3434.7994230314102
13,5540.754909300779,1974.955863517122
14,1661.1230099287961,8283.260847741996
15,4350.058240226876,8549.36320503739
16,4725.332496552306,7367.993151436053
17,966.699506083643,830.2355409080471
18,8219.086933221526,8355.444849757208
19,286.3033291150545,5125.782810428673
20,4633.264069303431,902.1488822156368
21,2898.6493442725177,6073.892313512043
22,4355.384750769419,1991.7228010717822
23,9455.039418233726,2070.0644046991047
24,5162.216479573991,4918.953559744375
25,1136.3072374504375,2688.8416606607298
26,9363.709980897384,3236.795264811135
