,0,1
0,6087.948741585056,2250.9639730774875
1,7409.080440941925,3654.085034471975
2,7460.431686548695,1050.124553554181
3,931.9183523030488,9253.500599670999
4,9431.228277743001,5471.552940536364
5,9438.283483084606,8370.898182497178
6,3778.8988248932633,7488.468022416055
7,7713.1261921339465,5006.912225426387
8,9213.325484133531,876.7270644950331
9,4873.424541314387,9262.384163518867
10,4296.603666030009,3631.5731233786887
11,3010.110555401988,9163.986797134236
12,3816.93544385501,912.828348588777
13,502.7597654075287,7254.753975157476
14,4084.5223731389847,5230.862955505682
15,2207.653039734043,4517.688006666125
16,2187.2989950950714,6791.650265115386
17,5357.180311503664,6358.72231722064
18,5522.739048236921,917.2847023748425
19,7226.51977477275,7737.383961843528
20,604.6463698289189,4156.379680232913
21,8671.894654654665,9264.4072886593
22,918.1957495501462,623.4721711239657
23,6124.678755184684,5011.690664765154
24,8712.777886687918,6846.191667653079
25,1148.1640026593657,2002.6721655525466
26,9149.459562288674,3147.215195664773
27,6174.386349262008,9106.932688515024
28,2700.8167918568906,2137.377037570371
