,0,1
0,5571.744971126041,817.4012314195116
1,5466.60929391061,9369.46185650383
2,4445.77043711548,8458.309500238674
3,6497.977588707962,4575.102313569752
4,6978.79977295408,6697.188652249905
5,1069.173784323297,8009.530427806067
6,6564.635017565762,2892.4012763402216
7,6999.297352695083,8906.62099158269
8,7799.847564776221,1105.178046759577
9,605.3399094003182,4216.426855242297
10,8955.52425853169,7694.141447758768
11,1063.9011847527806,5982.282805477424
12,8800.405689617726,2842.8329784842153
13,8123.326571483883,5730.4734818042425
14,9335.971167413385,4471.872113565662
15,2394.971165315708,4028.390577462356
16,9363.212304253177,9191.816372556186
17,775.2788777889643,838.0237446413045
18,3688.745583040664,6659.9865472513675
19,5301.5086163267415,6187.488923517789
20,3086.2129610583147,9252.409852633598
21,4824.2328584879,2990.091853415401
22,1709.6442299811788,2127.20691091751
23,9170.32079596075,869.9056127945693
24,3195.063782947558,1034.0749057658056
25,897.356344161223,9515.17306786117
26,3969.990671690152,4661.078218779747
