,0,1
0,2255.457782001272,4513.957966593716
1,2254.0717987591656,6769.302624511349
2,936.5193787914835,9235.253481809114
3,9423.033073285624,5486.16573691485
4,5384.705702955638,3250.3548709623233
5,3039.481071789706,9169.555458305405
6,516.9605165261095,7187.856294605999
7,7840.185149022228,4926.100239920434
8,7324.115952472312,3590.499274115713
9,5112.903290242067,6183.813108693815
10,616.7217306081706,4122.501186064521
11,9141.18815412962,3136.6644291311222
12,1257.1143213092694,2018.7340777397758
13,3809.209412758254,7452.257315240966
14,921.3580058877056,646.6030961661389
15,4080.881141515767,4604.774170075637
16,6356.40149921998,9127.551795797375
17,7350.253018430633,1123.5028156190158
18,2896.025567227448,2198.8313867911675
19,5007.269947422441,9230.961395277944
20,5680.420042334241,1174.1195132077426
21,7375.933372708327,7785.9455996855895
22,8936.139406636317,9113.653834146327
23,9016.739507383532,7120.1167316443525
24,9194.321554902357,876.373308195958
25,6439.296939263211,5584.920206309905
26,3913.006470442214,876.3435379291661
